accession,ref_f_unweighted,ref_f_weighted,n_matches,biome3
ERR1868860,0.2968081312410449,0.8016566136772038,2683,Host-associated:Fish:Digestive system
ERR1869526,0.339486557678242,0.3680174656957262,8084,Engineered:Food production:Fermented vegetables
ERR1869527,0.4310335262672544,0.6693439255757959,9813,Engineered:Food production:Fermented vegetables
ERR1869528,0.4436551322242748,0.91499547981872,13169,Engineered:Food production:Fermented vegetables
ERR1869529,0.4394816578290135,0.3951691915699907,6040,Engineered:Food production:Fermented vegetables
ERR1869530,0.3808976735679064,0.4923767889292999,7083,Engineered:Food production:Fermented vegetables
ERR1877474,0.7701352145794684,0.970652114893848,2028,Engineered:Modeled:Simulated communities (microbial mixture)
ERR1877475,0.7620236905950106,0.9712575468290418,2108,Engineered:Modeled:Simulated communities (microbial mixture)
ERR1877476,0.7728648409241718,0.9684574461609632,2046,Engineered:Modeled:Simulated communities (microbial mixture)
ERR1877477,0.8091743119265818,0.9668180598673872,1415,Engineered:Modeled:Simulated communities (microbial mixture)
ERR1877478,0.7896868671132256,0.973720716088064,1625,Engineered:Modeled:Simulated communities (microbial mixture)
ERR1877479,0.7784533254243828,0.9733713200379868,1885,Engineered:Modeled:Simulated communities (microbial mixture)
ERR1877480,0.7640575079871246,0.981454315780895,1996,Engineered:Modeled:Simulated communities (microbial mixture)
ERR1877481,0.7459372485919198,0.9811107964054896,1994,Engineered:Modeled:Simulated communities (microbial mixture)
ERR1877482,0.768527388313022,0.9807502877962522,1816,Engineered:Modeled:Simulated communities (microbial mixture)
ERR1999834,0.9125082617315784,0.9295156832111524,1650,Host-associated:Human:Digestive system
ERR2017147,0.438115414851009,0.6027558235574566,14054,Environmental:Aquatic:Marine
ERR2020034,0.5589557374406441,0.8046077888203021,12893,Host-associated:Mammals:Digestive system
ERR2044295,0.7585975988901992,0.8194749282458214,3662,Host-associated:Birds:Digestive system
ERR2044297,0.7396608257233757,0.8268858116805047,4959,Host-associated:Birds:Digestive system
ERR2044644,0.8037316110511425,0.8644988430154671,3206,Host-associated:Birds:Digestive system
ERR209194,0.8059217558610604,0.9223379560740432,3635,Host-associated:Human:Digestive system
ERR209195,0.9051834470988834,0.9518451300665456,1215,Host-associated:Human:Digestive system
ERR2094164,0.4830505881596105,0.6542219105575444,49774,Environmental:Aquatic:Aquaculture
ERR2094165,0.3485963344767489,0.3565347128411678,64486,Environmental:Aquatic:Aquaculture
ERR2094166,0.4289010449537206,0.5654317474906375,41677,Environmental:Aquatic:Aquaculture
ERR2094167,0.4303525431541724,0.6801525389897736,38930,Environmental:Aquatic:Aquaculture
ERR2094168,0.4206789457068391,0.5616558655577504,49523,Environmental:Aquatic:Aquaculture
ERR2094169,0.4401639757890868,0.632264182715743,46639,Environmental:Aquatic:Aquaculture
ERR2094170,0.4796916208047232,0.6533642625406048,51679,Environmental:Aquatic:Aquaculture
ERR2094171,0.4145174292617014,0.518414696276349,28427,Environmental:Aquatic:Aquaculture
ERR2094172,0.4215091766322879,0.6526273511982893,22265,Environmental:Aquatic:Aquaculture
ERR2094173,0.3654811227168583,0.6090957659943903,23160,Environmental:Aquatic:Aquaculture
ERR2094174,0.3710382434822808,0.6105719712744669,23296,Environmental:Aquatic:Aquaculture
ERR2094175,0.3740131538046759,0.4728731064367428,36597,Environmental:Aquatic:Aquaculture
ERR2094176,0.4436581313322507,0.6119665635462135,50907,Environmental:Aquatic:Aquaculture
ERR209780,0.8488418530350618,0.9000462090783066,1961,Host-associated:Human:Digestive system
ERR210047,0.8959469417832915,0.9403358868591633,944,Host-associated:Human:Digestive system
ERR2102261,0.3506586992129171,0.8859805536777594,34290,Engineered:Food production:Fermented beverages
ERR2114805,0.4658907582386076,0.5875478004923891,23586,Host-associated:Plants:Phylloplane
ERR2114812,0.451476141054652,0.6820629612098733,19674,Host-associated:Plants:Phylloplane
ERR2126384,0.3381291488310933,0.9061420683321746,33087,Engineered:Food production:Fermented beverages
ERR2135449,0.3627562388585568,0.9145652710113292,30504,Engineered:Food production:Fermented beverages
ERR2135457,0.3583809208724077,0.8898904269703629,32966,Engineered:Food production:Fermented beverages
ERR2135518,0.3744926868346344,0.9077274934633844,31754,Engineered:Food production:Fermented beverages
ERR2135519,0.2895282206402629,0.6521065508804577,45133,Engineered:Food production:Fermented beverages
ERR2144869,0.3052199606040272,0.4761403166000535,5676,Host-associated:Plants:Phylloplane
ERR2144871,0.3040346880279578,0.4822574008997767,5099,Host-associated:Plants:Phylloplane
ERR2144872,0.303927669387145,0.4841751388353389,5116,Host-associated:Plants:Phylloplane
ERR2144874,0.3054622003910996,0.4810266814377811,5031,Host-associated:Plants:Phylloplane
ERR2144879,0.2661491958052534,0.3895894076514319,5090,Host-associated:Plants:Phylloplane
ERR2144884,0.336629064365801,0.4926145706727676,6015,Host-associated:Plants:Phylloplane
ERR2144886,0.3050622846538463,0.4437529139254183,6052,Host-associated:Plants:Phylloplane
ERR2144887,0.3059534024153411,0.447062561419842,6117,Host-associated:Plants:Phylloplane
ERR2144888,0.3046111312241803,0.4443291403835178,6125,Host-associated:Plants:Phylloplane
ERR2144890,0.3083275526044877,0.4715893870990925,5527,Host-associated:Plants:Phylloplane
ERR2144894,0.2754560651209049,0.3784773508491304,5433,Host-associated:Plants:Phylloplane
ERR2144895,0.2803999761912814,0.4597459681328981,6335,Host-associated:Plants:Phylloplane
ERR2144896,0.2847575676398802,0.4605569345330437,6387,Host-associated:Plants:Phylloplane
ERR2144897,0.282542825428254,0.4599034320081842,6340,Host-associated:Plants:Phylloplane
ERR2144898,0.3002454322333664,0.4624596563081959,6056,Host-associated:Plants:Phylloplane
ERR2168953,0.4245357928163906,0.5150909388825168,6666,Environmental:Aquatic:Marine
ERR2168978,0.4209529468558561,0.4765298386223329,5648,Environmental:Aquatic:Marine
ERR2198710,0.692430188249922,0.9679440514794904,4382,Host-associated:Human:Digestive system
ERR2200468,0.6356518829691655,0.6708588458715905,24587,Host-associated:Mammals:Digestive system
ERR2200478,0.6419332596754423,0.6792735363983522,22461,Host-associated:Mammals:Digestive system
ERR2215867,0.3521890444964625,0.3828087695699023,55098,Environmental:Aquatic:Marine
ERR2231567,0.406633551936764,0.4757623043374427,29034,Engineered:Food production:Fermented beverages
ERR2231568,0.4441787416282596,0.5129000523286238,29590,Engineered:Food production:Fermented beverages
ERR2231569,0.4230138912889269,0.5326621733071695,28604,Engineered:Food production:Fermented beverages
ERR2231570,0.4592504332750827,0.6196788326203947,24285,Engineered:Food production:Fermented beverages
ERR2231571,0.4092001166091623,0.6482425995363296,31731,Engineered:Food production:Fermented beverages
ERR2231572,0.3917852586118914,0.6912142284033164,18407,Engineered:Food production:Fermented beverages
ERR2241625,0.6512564058891893,0.7859869456560228,26864,Host-associated:Animal:Digestive system
ERR2241626,0.6525129982665998,0.7841200237819347,28468,Host-associated:Animal:Digestive system
ERR2241629,0.5306566561835775,0.7081409675526228,47605,Host-associated:Animal:Digestive system
ERR2241631,0.4636696802232965,0.8481955993752088,27504,Host-associated:Animal:Digestive system
ERR2241633,0.5102216451258935,0.7356743182977368,55503,Host-associated:Animal:Digestive system
ERR2241637,0.4715300028737762,0.8286403326802966,29010,Host-associated:Animal:Digestive system
ERR2241639,0.4991871077221331,0.8777067978352479,24874,Host-associated:Animal:Digestive system
ERR2241645,0.4609305577807202,0.878062466397908,21946,Host-associated:Animal:Digestive system
ERR2241648,0.517877410612631,0.745766810907979,50571,Host-associated:Animal:Digestive system
ERR2241650,0.5489988768161137,0.6954495545770463,46009,Host-associated:Animal:Digestive system
ERR2241654,0.5092250085526887,0.6887370720009734,61236,Host-associated:Animal:Digestive system
ERR2241656,0.5143844810969864,0.6757651623409118,58275,Host-associated:Animal:Digestive system
ERR2241659,0.5161514436463097,0.8248120812107119,24083,Host-associated:Animal:Digestive system
ERR2241660,0.5360698454530978,0.671959519745838,44908,Host-associated:Animal:Digestive system
ERR2241662,0.5822884468041237,0.7195500286582844,26839,Host-associated:Animal:Digestive system
ERR2241663,0.5145343202357439,0.6268557771619213,52610,Host-associated:Animal:Digestive system
ERR2241664,0.5886132764192666,0.7903645899961622,29495,Host-associated:Animal:Digestive system
ERR2241666,0.625139028696428,0.7901232629875773,40236,Host-associated:Animal:Digestive system
ERR2241667,0.5826226141414079,0.7653419774915102,47780,Host-associated:Animal:Digestive system
ERR2241671,0.6332953751096895,0.8328792187477377,45313,Host-associated:Animal:Digestive system
ERR2241673,0.6047892150614134,0.7413092837241877,45011,Host-associated:Animal:Digestive system
ERR2241674,0.652743825014366,0.8633747171242493,47184,Host-associated:Animal:Digestive system
ERR2241676,0.6211572802643818,0.8154760964997927,33165,Host-associated:Animal:Digestive system
ERR2241678,0.6168148607660385,0.6857171306033039,27334,Host-associated:Animal:Digestive system
ERR2241679,0.5940911843786912,0.7944193852513748,52584,Host-associated:Animal:Digestive system
ERR2241685,0.632640794245564,0.755454132011851,34426,Host-associated:Animal:Digestive system
ERR2241687,0.5091261267968017,0.8146500106810807,24912,Host-associated:Animal:Digestive system
ERR2241690,0.6198684233362275,0.8912363946088365,25593,Host-associated:Animal:Digestive system
ERR2241692,0.5852098612039586,0.8865216485069481,32783,Host-associated:Animal:Digestive system
ERR2241693,0.5951126315250911,0.8728727020243103,26376,Host-associated:Animal:Digestive system
ERR2241699,0.5929713514752286,0.897809352856012,22192,Host-associated:Animal:Digestive system
ERR2241701,0.6057749053586223,0.8206468846236731,21579,Host-associated:Animal:Digestive system
ERR2241702,0.4964642980331289,0.7775248182681944,17621,Host-associated:Animal:Digestive system
ERR2241704,0.5504252088883576,0.7596153597534331,16857,Host-associated:Animal:Digestive system
ERR2241705,0.600626514569089,0.6904136969512521,40479,Host-associated:Animal:Digestive system
ERR2241707,0.5850923677887003,0.6887182912038454,40997,Host-associated:Animal:Digestive system
ERR2241712,0.584741864865831,0.7304004302504548,49813,Host-associated:Animal:Digestive system
ERR2241714,0.5905769538751693,0.7411370239907095,49047,Host-associated:Animal:Digestive system
ERR2241715,0.636508621722699,0.7677856120842664,25494,Host-associated:Animal:Digestive system
ERR2241717,0.5694148568262277,0.7475785808240412,46419,Host-associated:Animal:Digestive system
ERR2241722,0.5856777027453823,0.6718099618609568,43274,Host-associated:Animal:Digestive system
ERR2241723,0.5281014983634476,0.7305203515740918,56731,Host-associated:Animal:Digestive system
ERR2241724,0.5918164776477772,0.710695020969819,44688,Host-associated:Animal:Digestive system
ERR2241728,0.5866342040008283,0.8832479843939525,22987,Host-associated:Animal:Digestive system
ERR2241731,0.5583220817179114,0.8391411676498465,29868,Host-associated:Animal:Digestive system
ERR2241732,0.5552837789968497,0.8633141918982704,15069,Host-associated:Animal:Digestive system
ERR2241733,0.5457503561150759,0.7634209871039924,23920,Host-associated:Animal:Digestive system
ERR2241736,0.5461210877368152,0.7755873019994325,27097,Host-associated:Animal:Digestive system
ERR2241737,0.6277399400394149,0.8658588670337243,32574,Host-associated:Animal:Digestive system
ERR2241743,0.60225495880085,0.8552626150422259,30895,Host-associated:Animal:Digestive system
ERR2241746,0.6242626659838226,0.773748000637157,39195,Host-associated:Animal:Digestive system
ERR2241749,0.4126779059445202,0.8017250463714622,23545,Host-associated:Animal:Digestive system
ERR2241752,0.4486724199619537,0.7408695020084195,35989,Host-associated:Animal:Digestive system
ERR2241755,0.5072140460522225,0.7515736536114398,32753,Host-associated:Animal:Digestive system
ERR2241757,0.6529604239153896,0.7977664055015394,37806,Host-associated:Animal:Digestive system
ERR2241758,0.4909215069338881,0.8151285586258173,24344,Host-associated:Animal:Digestive system
ERR2241760,0.6626323369630229,0.870544930642795,26569,Host-associated:Animal:Digestive system
ERR2241762,0.5190200951233762,0.8849331426083712,17726,Host-associated:Animal:Digestive system
ERR2241764,0.5484747909242972,0.9313113508672282,15525,Host-associated:Animal:Digestive system
ERR2241768,0.5904653291512888,0.7379629707944617,43846,Host-associated:Animal:Digestive system
ERR2241769,0.6201220135641768,0.7840574495554706,44406,Host-associated:Animal:Digestive system
ERR2241770,0.5261036115149086,0.8604839434408481,20494,Host-associated:Animal:Digestive system
ERR2241772,0.6468192045607017,0.787522587032425,37846,Host-associated:Animal:Digestive system
ERR2241773,0.6401429422272455,0.7783785923368629,39424,Host-associated:Animal:Digestive system
ERR2241775,0.633006103094727,0.7674728414765999,40793,Host-associated:Animal:Digestive system
ERR2241778,0.6146229851023967,0.7568561457597363,43992,Host-associated:Animal:Digestive system
ERR2241779,0.6523595424430932,0.8064391957822721,39252,Host-associated:Animal:Digestive system
ERR2241784,0.5758107172444039,0.8640330065324797,26176,Host-associated:Animal:Digestive system
ERR2241786,0.653662603918534,0.7781563527446044,28790,Host-associated:Animal:Digestive system
ERR2241787,0.6560385542166765,0.7822737445204229,28571,Host-associated:Animal:Digestive system
ERR2241789,0.5620687472299335,0.7303777731201849,40087,Host-associated:Animal:Digestive system
ERR2241790,0.4931513004664536,0.8568398448151913,20964,Host-associated:Animal:Digestive system
ERR2241791,0.4471766145834679,0.8944323235443657,15598,Host-associated:Animal:Digestive system
ERR2241792,0.5531404528830682,0.7327590875186257,36444,Host-associated:Animal:Digestive system
ERR2241793,0.5167107416121569,0.7264007234742574,56330,Host-associated:Animal:Digestive system
ERR2241794,0.5348881623169672,0.8298312033846557,21087,Host-associated:Animal:Digestive system
ERR2241799,0.5791425139688493,0.8402610688272363,22380,Host-associated:Animal:Digestive system
ERR2241800,0.4984368921662071,0.6688444992655808,59153,Host-associated:Animal:Digestive system
ERR2241802,0.5557222634473808,0.8686257837467591,27056,Host-associated:Animal:Digestive system
ERR2241806,0.4451479150369639,0.8387509004407582,26102,Host-associated:Animal:Digestive system
ERR2241807,0.5170426488139573,0.8891348551552944,24576,Host-associated:Animal:Digestive system
ERR2241808,0.4931990409978784,0.8243915173812465,27515,Host-associated:Animal:Digestive system
ERR2241809,0.5078062449954721,0.8642434374661642,24532,Host-associated:Animal:Digestive system
ERR2241815,0.509811872418449,0.7857863020554482,27706,Host-associated:Animal:Digestive system
ERR2241817,0.5406140970596268,0.7423131394743259,56034,Host-associated:Animal:Digestive system
ERR2241820,0.5359982047006864,0.6532079443041631,44444,Host-associated:Animal:Digestive system
ERR2241822,0.5113051473100346,0.6395621250801055,48115,Host-associated:Animal:Digestive system
ERR2241825,0.513326884993956,0.5977612129747034,47024,Host-associated:Animal:Digestive system
ERR2241829,0.5186062717763613,0.6885590412238608,41699,Host-associated:Animal:Digestive system
ERR2241832,0.5529251919639703,0.6706575625515637,44009,Host-associated:Animal:Digestive system
ERR2241833,0.5321519527761048,0.7152082660639328,44936,Host-associated:Animal:Digestive system
ERR2241834,0.5611352902780762,0.7009411268106773,46117,Host-associated:Animal:Digestive system
ERR2241837,0.5363789063557537,0.7186132288692444,44054,Host-associated:Animal:Digestive system
ERR2241841,0.4916614883357494,0.6693766348886321,62873,Host-associated:Animal:Digestive system
ERR2241842,0.5295085974634972,0.7204717664887659,49670,Host-associated:Animal:Digestive system
ERR2241845,0.5235383206443303,0.7036002362506844,50833,Host-associated:Animal:Digestive system
ERR2241846,0.5220923710476305,0.6827338905986883,52540,Host-associated:Animal:Digestive system
ERR2241848,0.5508801069295854,0.839957074083178,30071,Host-associated:Animal:Digestive system
ERR2241854,0.569342835767625,0.7791479979730537,35371,Host-associated:Animal:Digestive system
ERR2241855,0.5779947327600087,0.7755578424466555,33997,Host-associated:Animal:Digestive system
ERR2241858,0.64207568261278,0.8000563170468067,25797,Host-associated:Animal:Digestive system
ERR2241859,0.5388531281743099,0.7761977593612938,36638,Host-associated:Animal:Digestive system
ERR2241860,0.4582839306015873,0.7749183876233057,26362,Host-associated:Animal:Digestive system
ERR2241861,0.4994921449725323,0.7115663216167437,25686,Host-associated:Animal:Digestive system
ERR2241862,0.5895241710082983,0.8002307141450217,37980,Host-associated:Animal:Digestive system
